return_id,sales_id,return_date,return_amount,return_reason
58,4976,2022-05-12,2887.8937090117233,Damaged
59,19844,2022-12-20,3375.628011399437,Late Delivery
60,15468,2022-12-15,5971.330958524639,Damaged
61,6700,2022-03-12,3362.095302690822,Other
62,25751,2023-06-09,1584.58859434645,Other
63,8057,2023-09-24,1870.8606617603618,Other
64,18057,2023-03-20,2202.4913116388716,Damaged
65,26886,2022-02-28,3354.101978270592,Other
66,21449,2022-08-01,4099.970564594594,Damaged
67,26300,2023-06-27,661.4713794294286,Other
68,7456,2023-01-09,7612.540269174245,Late Delivery
69,1609,2023-08-16,10292.623025842531,Damaged
70,16673,2023-10-28,5389.65281037525,Other
71,14129,2022-07-14,2544.378784635355,Damaged
72,6463,2022-10-29,9803.017271593822,Other
73,6557,2023-07-13,11660.764192312305,Late Delivery
74,24203,2023-04-08,11522.235775304855,Damaged
75,527,2023-12-09,3060.284144360911,Other
76,2428,2023-10-10,2324.709297896708,Other
77,17470,2023-01-08,2870.076753102817,Late Delivery
78,23741,2022-12-11,6479.808843287213,Late Delivery
79,19205,2023-06-18,786.2152071972544,Damaged
80,2395,2022-08-01,5514.905595314915,Other
81,19417,2024-01-14,320.33766467672984,Late Delivery
82,18173,2023-08-21,5112.678505807222,Other
83,18718,2023-10-23,2331.19164408508,Other
84,10564,2022-12-13,3837.0557838304017,Other
85,26882,2022-11-29,4185.880835384667,Late Delivery
86,6173,2022-03-09,7142.720698480533,Late Delivery
87,7844,2022-02-28,1442.906708733826,Damaged
88,7735,2022-03-13,3817.6223503341216,Damaged
89,10216,2023-08-20,12572.632093904698,Damaged
90,1879,2022-02-13,15449.507311736836,Other
91,9703,2022-01-25,2249.5481057814804,Damaged
92,24823,2022-07-14,1690.7209223967193,Other
93,995,2022-04-21,1310.7058830289366,Other
94,23895,2022-12-31,5935.941546780186,Damaged
95,14558,2022-03-17,11824.55767370119,Other
96,3983,2023-10-09,1652.515482985263,Damaged
97,6538,2023-06-11,15965.095326565133,Damaged
98,1254,2022-12-30,1534.746350748732,Other
99,22350,2022-04-01,4573.83632569087,Late Delivery
100,22893,2023-12-13,4542.993025970253,Other
101,8259,2022-04-11,3676.749571518683,Damaged
102,1281,2022-10-09,2086.0213311387233,Late Delivery
103,4958,2022-10-28,10594.473863106214,Damaged
104,20367,2023-10-06,2315.001399310908,Late Delivery
105,6092,2022-11-07,12357.494653091315,Late Delivery
106,22370,2023-04-13,4974.532909331504,Late Delivery
107,4494,2023-01-20,755.9833950664452,Damaged
108,7585,2024-01-01,1405.742492581194,Damaged
109,5225,2023-03-30,2829.6385053396543,Other
110,7364,2023-05-14,10480.196188001095,Damaged
111,8976,2023-06-17,6432.475683376792,Damaged
112,387,2022-04-13,4236.028302362359,Damaged
113,12622,2022-06-10,990.5851173538916,Damaged
114,2791,2022-04-05,2316.546418179228,Damaged
115,1116,2022-04-21,11395.16787686864,Late Delivery
116,1082,2022-02-02,2111.141272211537,Late Delivery
117,3439,2023-01-02,15528.19529280624,Damaged
118,8226,2022-10-03,10344.863762127194,Late Delivery
119,1131,2023-03-16,1029.4622247062198,Damaged
120,8484,2022-07-03,7368.944413682762,Late Delivery
121,22507,2023-12-05,8884.943595152841,Late Delivery
122,4653,2022-04-21,1983.6947354760662,Damaged
123,17217,2022-09-11,6620.467198386414,Late Delivery
124,1776,2023-03-14,1438.4294681182744,Late Delivery
125,6994,2022-07-20,2448.952509541936,Damaged
126,20951,2022-09-02,7294.196999543541,Damaged
127,17267,2023-12-11,7992.7998179499955,Other
128,11358,2023-04-24,9367.906783596478,Late Delivery
129,20736,2023-11-08,596.7660010708737,Late Delivery
130,14708,2022-08-26,15984.834701895123,Damaged
131,25624,2022-07-27,1259.1670540056773,Other
132,6724,2022-07-05,9899.012249192683,Other
133,4548,2022-06-16,4674.339047785106,Damaged
134,8720,2022-02-10,3909.466671650608,Damaged
135,16879,2023-12-09,2978.6477449447957,Other
136,8130,2022-08-14,1987.1423843393857,Other
137,15219,2022-02-27,5383.041663186402,Late Delivery
138,16839,2023-07-17,3050.3478566297745,Other
139,4400,2022-05-13,7672.350797927525,Other
140,10487,2023-06-09,10870.19297236519,Damaged
141,14169,2022-10-10,2985.6154788254607,Late Delivery
142,2918,2023-05-14,10260.891856935468,Damaged
143,16110,2022-09-07,11541.82487047931,Late Delivery
144,128,2022-12-31,12313.924379879327,Late Delivery
145,7920,2023-12-29,13138.897784636843,Damaged
146,5001,2023-10-22,12462.746995605978,Damaged
147,5697,2022-11-14,5084.905337530296,Other
148,19467,2023-02-15,2776.1147819069397,Damaged
149,2849,2022-11-14,3280.6850112860316,Late Delivery
150,4472,2022-03-05,1774.7550560647371,Other
151,13771,2023-07-02,14054.286046917156,Late Delivery
152,8885,2022-12-22,862.2186258828693,Late Delivery
153,25350,2022-05-17,12173.064987556229,Late Delivery
154,17046,2023-07-29,11685.935726619213,Late Delivery
155,10295,2022-05-19,3348.461644655791,Damaged
156,14179,2022-09-15,19014.58227008062,Damaged
157,10874,2022-09-07,14417.137601672592,Other
158,24287,2023-02-13,14053.695971556102,Other
159,17390,2023-09-03,3434.661723745593,Damaged
160,9325,2022-12-04,1711.1712181086068,Other
161,2571,2023-03-09,1571.381027819633,Damaged
162,19684,2022-08-23,4971.73413703714,Other
163,23044,2023-05-28,7694.691752840906,Other
164,16373,2023-08-08,3711.1176677036788,Damaged
165,17201,2022-04-17,910.194185572377,Other
166,16240,2022-10-13,1879.4913243504782,Other
167,885,2023-06-07,4994.406072767207,Other
168,16639,2023-07-03,2178.7271821064137,Late Delivery
169,18490,2022-11-28,4927.274190073534,Damaged
170,25111,2023-03-01,10616.719092435002,Other
171,6923,2022-08-11,3124.7111193065293,Damaged
172,18381,2023-09-20,10106.884853003461,Damaged
173,16449,2022-01-07,4747.17925167062,Late Delivery
174,9203,2022-03-06,10315.502452369188,Late Delivery
175,21570,2023-11-09,2466.272600553968,Damaged
176,6410,2022-11-04,11756.1323436108,Other
177,11210,2023-10-12,8442.446718304936,Damaged
178,14929,2022-05-23,2279.5693828051035,Damaged
179,25594,2022-11-15,5064.597886441078,Late Delivery
180,13243,2022-01-27,4955.554635761811,Other
181,22472,2022-12-29,4435.316884909029,Late Delivery
182,23750,2023-10-22,9013.309481481527,Other
183,2454,2023-04-12,9084.34708742951,Damaged
184,8581,2022-04-13,5949.174823029675,Damaged
185,6781,2022-08-15,7683.246798812279,Other
186,15873,2023-11-27,4427.08235776449,Damaged
187,8638,2023-12-13,3063.5785798187476,Other
188,19634,2023-10-25,3397.5424922972934,Damaged
189,1400,2022-06-23,5403.324326256666,Damaged
190,20941,2023-01-23,5100.826616107904,Late Delivery
191,12273,2022-03-16,1401.0530643612647,Late Delivery
192,15601,2022-10-21,13011.75645655222,Damaged
193,14434,2022-09-01,6630.619400852893,Other
194,23526,2022-10-17,2057.4650008153903,Damaged
195,26558,2023-06-25,19657.95241866185,Other
196,12054,2022-04-11,807.8654147719727,Other
197,20714,2023-08-22,12694.837903373818,Damaged
198,18535,2022-12-24,2876.593865032613,Damaged
199,21099,2023-10-21,9631.165291121726,Damaged
200,18667,2023-05-15,15280.827339650912,Damaged
201,26470,2022-03-12,7522.75382191314,Late Delivery
202,5105,2022-10-13,11661.112620267442,Late Delivery
203,19457,2022-10-17,3662.6719430303465,Damaged
204,18633,2023-02-14,3851.4898506798563,Late Delivery
205,13055,2023-08-12,1868.7890937999937,Late Delivery
206,22619,2023-01-08,5706.558138753126,Other
207,7496,2022-10-05,7898.502845040695,Other
208,21843,2022-09-03,6360.621454110687,Late Delivery
209,18125,2022-03-26,12213.899211050959,Late Delivery
210,19561,2023-03-01,4614.794118868438,Other
211,9247,2022-06-18,6353.12866763861,Other
212,14623,2023-03-21,7833.867244282903,Damaged
213,17925,2023-11-08,13941.67656959512,Damaged
214,10251,2023-01-13,3850.2447113621056,Damaged
215,7737,2023-05-17,1545.0075960289175,Other
216,26881,2022-09-19,11245.226502248595,Other
217,21508,2023-04-05,9472.374050661274,Other
218,15727,2022-04-21,1618.9707052196034,Other
219,6827,2023-03-30,5221.286148120546,Late Delivery
220,25774,2023-04-13,3413.7802688946617,Other
221,23979,2023-07-26,1647.9269704366034,Other
222,4046,2022-11-11,2598.7231661965593,Damaged
223,3532,2022-08-31,2208.475563127056,Damaged
224,17422,2022-08-21,10323.789944044129,Late Delivery
225,12975,2023-01-27,523.410465109502,Other
226,4367,2023-04-11,1953.568048369668,Damaged
227,14278,2022-12-05,1584.283321131858,Other
228,16992,2022-07-25,11603.861523129312,Late Delivery
229,13085,2022-05-19,8144.594424386089,Late Delivery
230,16868,2022-07-06,6232.350930421781,Damaged
231,3196,2022-05-27,2700.685160683381,Damaged
232,22314,2023-10-08,3941.853294397859,Other
233,2280,2023-05-05,2749.81319606781,Late Delivery
234,25351,2023-07-15,3702.8696559526024,Other
235,22804,2022-09-09,7481.179060960742,Other
236,12790,2023-09-06,8987.651786783006,Damaged
237,15995,2023-05-09,5905.478213365095,Other
238,7329,2023-07-18,4870.924362151194,Late Delivery
239,14974,2023-06-13,4172.341952322736,Damaged
240,3155,2022-07-09,13534.64734791399,Other
241,12217,2022-07-22,6996.154916227223,Other
242,5700,2023-01-02,2219.0766126277927,Other
243,11127,2023-06-12,1517.0962327809555,Damaged
244,5770,2023-01-28,8850.463381705831,Damaged
245,22279,2023-09-18,4293.011049389262,Late Delivery
246,4859,2023-01-21,1727.5740118949523,Other
247,12890,2023-12-01,6454.8489091493675,Other
248,15145,2023-08-30,2197.409619636222,Late Delivery
249,10475,2023-08-25,7534.20502324073,Damaged
250,25039,2022-03-07,7866.642188087676,Damaged
251,16036,2023-03-17,3529.342964975479,Late Delivery
252,21891,2023-06-10,11911.380786966405,Late Delivery
253,25625,2022-09-05,6659.708555267755,Other
254,20768,2022-04-11,13463.0263496059,Damaged
255,5535,2022-03-16,13157.945030179846,Late Delivery
256,19408,2023-07-30,2225.516941702113,Damaged
257,10675,2022-05-14,5427.209539853924,Damaged
258,10656,2022-08-22,8414.921780189652,Other
259,3860,2024-01-22,8632.148699722025,Other
260,3998,2023-03-04,13167.017513071247,Damaged
261,17901,2023-05-01,12668.787269051638,Damaged
262,24042,2023-12-27,8933.179830617179,Late Delivery
263,15185,2023-11-28,3804.3347311249167,Late Delivery
264,1471,2022-06-23,7777.2125421271085,Other
265,2614,2023-04-06,8912.37315716834,Other
266,2441,2023-05-22,3055.0162991170455,Late Delivery
267,19884,2023-07-17,13785.261730172624,Other
268,17230,2023-04-28,9979.737105120303,Other
269,16015,2023-03-28,12190.252109008095,Late Delivery
270,20003,2023-07-27,1886.7553003072494,Damaged
271,23083,2023-09-21,9262.82374183267,Late Delivery
272,11282,2022-09-20,18673.47849632986,Damaged
273,24401,2022-06-06,15320.212089409852,Other
274,17916,2022-09-09,2219.9850446917567,Damaged
275,14166,2023-04-12,1866.3755647736643,Damaged
276,14143,2023-11-12,14500.401531758784,Other
277,7908,2023-08-22,2945.8423893007594,Late Delivery
278,22224,2022-10-24,9199.91660349369,Late Delivery
279,2715,2022-10-30,15472.663109479196,Other
280,2933,2022-08-23,15511.78191489807,Damaged
281,24057,2022-04-19,7623.254379416794,Other
282,1241,2022-04-14,2568.520236428153,Late Delivery
283,16712,2022-03-12,10821.988434105237,Damaged
284,15564,2023-10-08,11821.611648220238,Other
285,15365,2023-10-18,7343.532723181564,Late Delivery
286,14331,2022-11-13,6035.805154714284,Late Delivery
287,4601,2022-04-25,9010.023571936716,Damaged
288,3540,2023-10-18,12623.458443189744,Late Delivery
289,14009,2022-03-25,8082.683707032118,Other
290,14243,2023-03-15,6880.910327571266,Damaged
291,3961,2023-09-04,5885.343008135311,Damaged
292,889,2023-09-13,7413.479168624706,Other
293,3724,2022-10-02,1931.8657961637648,Damaged
294,15440,2023-09-24,2624.833110783416,Damaged
295,10431,2023-09-29,9606.577995349935,Damaged
296,11549,2023-05-02,5609.628122066562,Late Delivery
297,14041,2022-10-06,3439.323964285376,Late Delivery
298,3738,2022-02-03,6595.370722797729,Damaged
299,6227,2023-04-24,7504.955936327512,Damaged
300,16873,2022-06-23,1757.8647932138363,Late Delivery
301,25029,2022-08-24,2792.1916790962464,Late Delivery
302,14641,2023-03-12,1897.1397671390882,Damaged
303,18570,2022-06-18,4522.5621628254175,Other
304,7765,2022-12-13,1490.6658940815314,Other
305,3624,2022-12-27,8340.414034527405,Other
306,22653,2022-02-01,13907.512695292708,Damaged
307,13398,2023-09-11,7351.8260212574705,Other
308,593,2022-06-16,11655.605715041323,Other
309,18961,2022-02-25,9065.68593631767,Late Delivery
310,24869,2023-01-12,3301.504482384586,Late Delivery
311,4561,2022-01-11,8150.016871836601,Damaged
312,16178,2023-05-31,2173.388077085722,Other
313,3017,2023-09-10,4740.64583511502,Other
314,3328,2023-02-25,6650.217112314306,Damaged
315,18994,2022-06-12,4737.639717773253,Late Delivery
316,16738,2023-12-23,15391.311917600971,Late Delivery
317,13744,2023-11-09,1067.9680048803307,Late Delivery
318,11593,2022-09-30,8823.317462378624,Other
319,16618,2023-04-23,5943.40569328358,Other
320,16039,2023-06-07,3354.7035121198087,Damaged
321,4155,2023-02-13,6023.9860182733755,Damaged
322,20621,2022-08-26,8808.3311793397,Damaged
323,9092,2023-11-30,8573.650660166591,Damaged
324,1202,2022-12-19,2826.301142762213,Other
325,2169,2022-05-12,2748.245915931525,Late Delivery
326,24485,2023-07-11,23599.096213324574,Other
327,5263,2023-07-18,2370.6542919172402,Other
328,12237,2022-12-10,6633.907855592469,Other
329,9532,2022-04-12,7639.49120474112,Other
330,118,2023-09-08,4486.470032718552,Late Delivery
331,19420,2022-11-24,14902.049102614801,Late Delivery
332,4210,2022-10-18,3919.463769167356,Other
333,2089,2022-04-04,2508.6113706062765,Damaged
334,19349,2023-04-09,17544.87184035886,Other
335,7994,2023-04-30,1596.3225624436373,Other
336,23480,2023-03-17,2329.5009551872363,Damaged
337,488,2023-01-24,6862.536116884415,Late Delivery
338,19768,2023-09-26,5889.387495258693,Damaged
339,24904,2022-02-11,13023.343762973136,Damaged
340,14585,2022-08-27,10637.029949337822,Late Delivery
341,13766,2022-05-31,15315.33734310075,Other
342,12077,2022-07-06,12853.740828494761,Damaged
343,5311,2023-10-22,3490.19732283155,Late Delivery
344,5217,2023-03-12,2196.00834377464,Damaged
345,20859,2023-04-19,1232.409105701402,Other
346,2433,2023-11-24,13880.355121316205,Damaged
347,22290,2022-02-10,6444.331135019901,Late Delivery
348,17279,2022-03-06,10952.523243625645,Damaged
349,3942,2023-03-26,8083.550572733906,Late Delivery
350,22562,2023-07-14,3039.334387319945,Late Delivery
351,4687,2022-07-14,6021.399385611845,Damaged
352,15894,2023-05-31,8327.069867919256,Other
353,13482,2023-05-24,4342.177366257529,Other
354,17503,2022-10-30,8464.346822151498,Late Delivery
355,19647,2023-07-14,1863.465455995371,Late Delivery
356,12049,2022-12-23,4772.716107607455,Late Delivery
357,22993,2022-04-23,5779.93600860126,Damaged
358,714,2023-06-19,2108.836581196569,Damaged
359,18634,2023-07-06,1909.0977470724988,Other
360,18257,2023-06-14,13459.664476348082,Other
361,9178,2022-10-05,389.15375675450326,Damaged
362,10769,2023-09-22,5708.803068647335,Damaged
363,23606,2022-12-01,995.6175943107597,Damaged
364,25550,2022-04-16,3326.1069421768498,Late Delivery
365,3124,2023-02-24,6375.009337661366,Late Delivery
366,11998,2023-09-29,4953.92675182521,Damaged
367,8481,2023-03-05,1882.7784783144302,Other
368,17324,2022-04-01,2853.0818698197877,Damaged
369,15372,2022-09-15,5790.71468304662,Damaged
370,1181,2023-03-27,13779.554110893176,Late Delivery
371,9821,2022-06-20,12237.087579460162,Damaged
372,20083,2023-10-27,6125.069451058877,Damaged
373,1622,2023-03-01,6783.11804028292,Other
374,21219,2023-09-07,1942.4102162702052,Other
375,26984,2023-11-15,5507.353093158222,Late Delivery
376,3643,2023-10-29,8591.146981266767,Other
377,26157,2023-07-09,1240.6967057796924,Late Delivery
378,19815,2022-04-27,6463.6940868594675,Other
379,23547,2023-06-21,2353.4628436934477,Late Delivery
380,25664,2022-03-02,13214.950653525106,Other
381,21196,2023-12-19,6097.851985858469,Other
382,25431,2022-12-17,3026.2388246225014,Late Delivery
383,14808,2023-11-15,10418.024629740074,Other
384,18084,2022-08-05,2726.862221523824,Late Delivery
385,9274,2023-05-20,6353.089081827159,Other
386,11891,2022-08-02,10285.30856421533,Late Delivery
387,3989,2022-07-04,3224.8169435504497,Other
388,1474,2023-07-30,5023.422555019061,Late Delivery
389,3758,2023-10-05,9359.412815745563,Other
390,26554,2023-11-26,4490.625540549602,Late Delivery
391,12488,2023-10-23,1687.9311369957545,Damaged
392,8197,2023-05-15,10607.920837735555,Other
393,26782,2022-10-23,3169.7771536917285,Other
394,3725,2022-06-07,6481.633660007313,Late Delivery
395,24594,2023-08-05,1375.473642873375,Late Delivery
396,1654,2022-03-25,11405.733287284114,Late Delivery
397,22625,2023-12-25,4704.746545751804,Damaged
398,25173,2023-09-17,1180.855181435881,Damaged
399,25582,2023-09-12,16462.95409235559,Other
400,8584,2022-03-09,4783.887132213853,Damaged
401,13382,2023-08-07,2923.974819247496,Late Delivery
402,18234,2022-07-22,5003.362787441146,Late Delivery
403,1629,2022-10-15,1874.9101215989408,Damaged
404,21078,2022-07-16,1791.6272153540883,Other
405,3064,2022-01-14,3253.8059033210056,Damaged
406,26149,2023-06-16,9814.810246649202,Late Delivery
407,16964,2022-03-18,6057.3538247526685,Other
408,9914,2022-06-25,2044.8198511391697,Damaged
409,26498,2022-05-04,3451.0341204396445,Other
410,23986,2023-07-10,4703.135756261573,Damaged
411,22118,2023-11-01,1442.244321887617,Other
412,11853,2023-07-11,2815.156426834198,Damaged
413,18703,2023-10-10,3725.719974086853,Other
414,25559,2022-08-12,2945.3335104869902,Other
415,23990,2022-02-21,2684.6759941033715,Late Delivery
416,9601,2023-09-20,2073.679791222118,Late Delivery
417,3681,2022-04-09,4268.1978135288655,Damaged
418,5851,2023-10-11,5745.386525529756,Damaged
419,25084,2023-05-27,3589.0728356293203,Damaged
420,26115,2022-07-04,18451.101008110258,Other
421,17154,2023-09-10,19590.23875737143,Other
422,409,2023-04-15,11221.273955072864,Damaged
423,18965,2023-09-07,7778.100724060655,Late Delivery
424,17022,2022-12-21,6439.331864570852,Damaged
425,25163,2023-04-28,385.60044341662217,Late Delivery
426,16858,2023-08-10,983.3459045165574,Other
427,1863,2023-11-06,8192.28942326217,Late Delivery
428,19129,2023-12-23,4595.787709781957,Damaged
429,22827,2022-04-01,4705.892777806617,Damaged
430,24708,2023-12-10,6182.581794340222,Late Delivery
431,5472,2023-04-14,8404.639351654067,Damaged
432,5341,2022-11-23,8423.383102801534,Damaged
433,1430,2023-04-01,1886.699520884071,Damaged
434,21892,2023-10-08,6038.1779978170525,Other
435,19918,2023-08-22,20986.3919179964,Other
436,20022,2023-08-02,1875.2420726626317,Late Delivery
437,11796,2022-11-22,14939.46988400448,Other
438,24202,2022-09-07,10860.558633349829,Other
439,1468,2022-02-10,5587.617117766537,Late Delivery
440,24677,2023-11-20,5818.314189036907,Damaged
441,20861,2022-04-17,3378.8326668109403,Other
442,23711,2023-03-22,2859.584574996128,Late Delivery
443,13761,2023-09-15,5124.394754351138,Late Delivery
444,3943,2022-11-11,14242.60193903333,Late Delivery
445,7556,2022-04-14,8731.376433158614,Damaged
446,8104,2023-05-25,1525.9389224920983,Late Delivery
447,2317,2023-11-15,1867.9811907267308,Late Delivery
448,11121,2022-03-05,2911.66719356362,Late Delivery
449,9755,2023-09-11,4092.4844405333524,Other
450,7605,2022-11-24,9397.966491751999,Late Delivery
451,15344,2023-03-27,12281.800414664098,Damaged
452,24415,2023-12-13,6181.95176490697,Late Delivery
453,17297,2022-08-19,5129.004256853999,Late Delivery
454,3511,2023-08-15,12315.424591741987,Damaged
455,804,2023-11-18,5292.454004343674,Damaged
456,7444,2022-12-20,2993.793202912179,Late Delivery
457,19697,2023-08-15,1631.7031205271687,Other
458,22047,2023-09-15,13550.595774639503,Late Delivery
459,15258,2023-05-15,8680.340079704687,Late Delivery
460,11329,2022-12-27,10336.728261663528,Other
461,18249,2022-03-12,5319.038226037971,Late Delivery
462,23647,2023-08-22,4557.261212367497,Damaged
463,6169,2022-11-03,5845.370686344787,Late Delivery
464,14219,2023-01-22,13728.893203962709,Late Delivery
465,11965,2023-01-31,591.09589105949,Other
466,26368,2023-11-18,13252.50741964992,Damaged
467,21518,2022-06-03,3416.9630553470897,Other
468,11980,2022-04-11,4323.391008244803,Other
469,14634,2023-05-18,10244.274013918855,Late Delivery
470,12211,2023-09-28,3796.0930995892145,Late Delivery
471,9410,2023-08-18,2329.4903183270776,Other
472,9148,2022-10-11,6518.634184387513,Late Delivery
473,26829,2022-02-24,4671.909682958028,Other
474,24393,2023-06-26,12012.91115583815,Other
475,20052,2022-02-14,1708.0110140170952,Late Delivery
476,9315,2022-01-30,5427.545476499876,Damaged
477,8014,2022-07-27,5799.997949412488,Damaged
478,22592,2022-10-06,3210.1100238276063,Other
479,14977,2023-05-31,1526.4492378569182,Damaged
480,7628,2023-03-24,1379.714397094799,Other
481,16665,2023-02-14,9277.35216052389,Late Delivery
482,6385,2023-05-24,11961.668665269413,Damaged
483,18506,2023-02-02,16225.911612909415,Other
484,16604,2022-02-17,718.382800667306,Other
485,16701,2022-07-20,8742.94041729369,Other
486,18202,2023-05-29,5595.355146334894,Other
487,9309,2023-06-08,1500.7438071445833,Other
488,996,2022-03-21,4307.698297215689,Other
489,235,2022-11-10,4908.331840712056,Late Delivery
490,24716,2023-08-01,850.9214439416261,Other
491,3547,2022-10-24,6799.76685223996,Late Delivery
492,1944,2023-10-07,2097.8064397747044,Late Delivery
493,25678,2022-08-04,2625.1913710373237,Damaged
494,437,2022-01-26,8543.888773700313,Late Delivery
495,4543,2022-07-02,5819.152924607085,Late Delivery
496,13159,2022-01-17,11743.154168684343,Other
497,12760,2023-04-10,12198.827108966549,Other
498,103,2023-02-01,3964.9366210264443,Other
499,14664,2022-09-15,12863.488406478442,Late Delivery
500,21195,2023-07-10,2011.1609443986345,Other
501,1231,2023-10-10,4213.622861301528,Damaged
502,19115,2022-05-03,2661.7886673760636,Damaged
503,20662,2022-02-22,6662.234980146413,Other
504,3418,2022-12-14,2237.25792911201,Late Delivery
505,15279,2023-07-17,1963.3357664212497,Other
506,7437,2023-03-02,3493.6142690798,Other
507,25916,2022-08-20,16289.902804037623,Other
508,16622,2022-05-05,8316.550395645021,Damaged
509,5929,2022-07-15,3464.946139617017,Other
510,25716,2023-05-13,9255.875631176777,Late Delivery
511,12406,2022-11-11,11755.221764873952,Late Delivery
512,17701,2022-12-31,3680.735804626364,Late Delivery
513,4092,2023-05-05,2987.601597529133,Late Delivery
514,20273,2023-01-04,3874.480956667633,Late Delivery
515,15015,2023-02-17,15808.418805870167,Late Delivery
516,19260,2022-07-16,1638.517120037773,Damaged
517,15961,2022-10-01,3494.289077820522,Other
518,18044,2022-09-04,5512.133740939771,Other
519,21224,2022-12-17,6882.158045306419,Late Delivery
520,20698,2023-11-26,8824.254308479145,Damaged
521,21956,2022-06-20,9870.343619937019,Damaged
522,10809,2022-02-16,5975.888913630187,Other
523,14932,2023-08-23,3617.762204667385,Other
524,21787,2022-03-06,9086.293285927715,Damaged
525,61,2022-09-21,1771.6771446066368,Other
526,11640,2022-05-04,12243.071706135388,Damaged
527,18783,2022-12-04,2050.9798715102206,Late Delivery
528,10050,2022-01-24,2383.9000043499173,Damaged
529,19120,2022-11-24,895.5818264242116,Late Delivery
530,13904,2023-11-23,14644.794260679224,Late Delivery
531,18491,2022-03-08,16157.019055577613,Damaged
532,20285,2023-12-03,3133.7436881604795,Other
533,10998,2023-02-05,2960.2352380780435,Damaged
534,21278,2023-10-18,10093.009759307244,Other
535,4715,2023-09-13,9031.543623127189,Other
536,10579,2022-02-04,8210.883356282679,Damaged
537,17393,2023-07-26,13792.140961944535,Other
538,10818,2022-04-10,2821.5244803821083,Late Delivery
539,4921,2023-02-08,8524.50742458565,Other
540,3085,2022-01-17,11817.918044529995,Other
541,19338,2022-04-17,694.7866023258123,Late Delivery
542,6059,2023-01-06,8481.324121310388,Damaged
543,13042,2022-12-03,5877.882598153251,Late Delivery
544,23399,2022-08-27,8334.423499381981,Late Delivery
545,19605,2022-05-30,3456.3252946585185,Late Delivery
546,20528,2023-04-04,4233.872240407188,Damaged
547,4407,2023-06-09,3441.323271816301,Damaged
548,11830,2022-01-27,5546.4326086904075,Damaged
549,19036,2022-02-02,7214.228683479508,Damaged
550,21174,2022-01-27,9980.317651455132,Other
551,2026,2023-08-21,2438.918376229134,Damaged
552,16310,2023-12-31,9331.195129948792,Late Delivery
553,5394,2022-04-28,15022.851835043786,Damaged
554,3924,2023-11-14,4255.987723079578,Damaged
555,26147,2022-05-17,11653.898889357897,Late Delivery
