customer_id,customer_name,segment,signup_date
548,Customer_548,Consumer,2020-11-08
549,Customer_549,Corporate,2019-03-02
550,Customer_550,Consumer,2022-02-26
551,Customer_551,Home Office,2021-09-16
552,Customer_552,Consumer,2020-11-15
553,Customer_553,Corporate,2019-06-05
554,Customer_554,Home Office,2021-07-11
555,Customer_555,Corporate,2021-05-17
556,Customer_556,Home Office,2021-06-21
557,Customer_557,Home Office,2021-09-25
558,Customer_558,Consumer,2021-09-01
559,Customer_559,Consumer,2020-01-23
560,Customer_560,Corporate,2021-06-05
561,Customer_561,Consumer,2021-04-17
562,Customer_562,Consumer,2019-12-06
563,Customer_563,Home Office,2019-07-23
564,Customer_564,Consumer,2019-06-10
565,Customer_565,Home Office,2020-01-27
566,Customer_566,Home Office,2021-02-07
567,Customer_567,Home Office,2020-07-28
568,Customer_568,Corporate,2020-06-17
569,Customer_569,Corporate,2021-12-29
570,Customer_570,Corporate,2021-06-11
571,Customer_571,Home Office,2020-02-09
572,Customer_572,Corporate,2020-08-30
573,Customer_573,Corporate,2021-04-07
574,Customer_574,Consumer,2022-02-17
575,Customer_575,Corporate,2020-11-20
576,Customer_576,Corporate,2021-06-20
577,Customer_577,Home Office,2019-02-25
578,Customer_578,Home Office,2020-01-01
579,Customer_579,Home Office,2020-03-30
580,Customer_580,Home Office,2019-04-14
581,Customer_581,Home Office,2019-03-18
582,Customer_582,Home Office,2019-08-18
583,Customer_583,Corporate,2019-11-27
584,Customer_584,Home Office,2021-06-11
585,Customer_585,Home Office,2020-11-18
586,Customer_586,Consumer,2019-01-27
587,Customer_587,Corporate,2019-10-26
588,Customer_588,Corporate,2021-08-14
589,Customer_589,Corporate,2021-03-09
590,Customer_590,Home Office,2022-01-19
591,Customer_591,Home Office,2020-04-24
592,Customer_592,Home Office,2020-07-26
593,Customer_593,Consumer,2020-04-02
594,Customer_594,Home Office,2019-12-31
595,Customer_595,Consumer,2021-05-08
596,Customer_596,Corporate,2019-12-17
597,Customer_597,Home Office,2019-09-10
598,Customer_598,Consumer,2021-02-19
599,Customer_599,Consumer,2021-03-13
600,Customer_600,Home Office,2021-10-08
601,Customer_601,Corporate,2020-04-03
602,Customer_602,Corporate,2021-07-05
603,Customer_603,Corporate,2020-05-13
604,Customer_604,Consumer,2021-08-07
605,Customer_605,Consumer,2020-05-22
606,Customer_606,Consumer,2020-05-15
607,Customer_607,Consumer,2021-03-13
608,Customer_608,Corporate,2020-08-20
609,Customer_609,Home Office,2019-06-15
610,Customer_610,Consumer,2020-04-06
611,Customer_611,Consumer,2021-07-08
612,Customer_612,Corporate,2019-04-24
613,Customer_613,Home Office,2021-09-18
614,Customer_614,Home Office,2019-07-26
615,Customer_615,Corporate,2020-05-29
616,Customer_616,Corporate,2020-12-09
617,Customer_617,Home Office,2022-02-22
618,Customer_618,Consumer,2019-05-18
619,Customer_619,Home Office,2019-12-05
620,Customer_620,Corporate,2020-06-20
621,Customer_621,Consumer,2019-03-09
622,Customer_622,Consumer,2020-01-18
623,Customer_623,Corporate,2019-01-19
624,Customer_624,Corporate,2020-11-13
625,Customer_625,Corporate,2019-03-15
626,Customer_626,Home Office,2020-07-26
627,Customer_627,Home Office,2021-07-27
628,Customer_628,Consumer,2021-12-07
629,Customer_629,Corporate,2019-07-30
630,Customer_630,Consumer,2021-05-04
631,Customer_631,Consumer,2020-10-12
632,Customer_632,Consumer,2021-09-20
633,Customer_633,Consumer,2020-11-25
634,Customer_634,Corporate,2020-06-23
635,Customer_635,Consumer,2021-06-19
636,Customer_636,Corporate,2021-02-18
637,Customer_637,Corporate,2022-02-10
638,Customer_638,Home Office,2019-06-19
639,Customer_639,Corporate,2021-11-03
640,Customer_640,Home Office,2019-10-15
641,Customer_641,Corporate,2019-07-08
642,Customer_642,Corporate,2021-07-02
643,Customer_643,Corporate,2022-03-24
644,Customer_644,Home Office,2020-11-24
645,Customer_645,Home Office,2021-06-06
646,Customer_646,Consumer,2020-04-15
647,Customer_647,Home Office,2022-01-03
648,Customer_648,Home Office,2019-10-04
649,Customer_649,Home Office,2021-07-28
650,Customer_650,Home Office,2020-07-24
651,Customer_651,Consumer,2021-05-06
652,Customer_652,Home Office,2021-09-27
653,Customer_653,Corporate,2020-04-02
654,Customer_654,Corporate,2021-07-06
655,Customer_655,Home Office,2021-04-12
656,Customer_656,Home Office,2021-12-23
657,Customer_657,Corporate,2021-04-18
658,Customer_658,Corporate,2019-07-12
659,Customer_659,Consumer,2020-09-07
660,Customer_660,Corporate,2020-02-10
661,Customer_661,Corporate,2021-07-31
662,Customer_662,Home Office,2020-12-21
663,Customer_663,Corporate,2019-04-03
664,Customer_664,Consumer,2020-03-05
665,Customer_665,Corporate,2020-10-15
666,Customer_666,Home Office,2020-03-09
667,Customer_667,Home Office,2022-02-09
668,Customer_668,Corporate,2020-01-10
669,Customer_669,Home Office,2021-12-18
670,Customer_670,Consumer,2021-12-02
671,Customer_671,Consumer,2019-07-26
672,Customer_672,Corporate,2021-02-18
673,Customer_673,Corporate,2022-02-15
674,Customer_674,Corporate,2020-06-15
675,Customer_675,Home Office,2019-06-15
676,Customer_676,Consumer,2020-10-04
677,Customer_677,Consumer,2022-03-25
678,Customer_678,Home Office,2019-03-31
679,Customer_679,Consumer,2022-01-22
680,Customer_680,Corporate,2019-01-13
681,Customer_681,Corporate,2021-08-30
682,Customer_682,Corporate,2021-03-15
683,Customer_683,Consumer,2021-08-02
684,Customer_684,Corporate,2021-01-11
685,Customer_685,Home Office,2021-05-25
686,Customer_686,Home Office,2022-03-19
687,Customer_687,Consumer,2020-10-21
688,Customer_688,Home Office,2021-10-28
689,Customer_689,Home Office,2021-11-18
690,Customer_690,Consumer,2019-10-23
691,Customer_691,Corporate,2021-09-12
692,Customer_692,Corporate,2021-07-14
693,Customer_693,Corporate,2020-10-01
694,Customer_694,Consumer,2019-12-06
695,Customer_695,Home Office,2020-09-19
696,Customer_696,Corporate,2020-03-14
697,Customer_697,Corporate,2022-03-13
698,Customer_698,Consumer,2021-07-30
