sales_id,order_date,customer_id,product_id,region_id,quantity,unit_price,channel,sales_amount
70,2022-10-19,1239,55,4,4,2205,Online,8820
71,2022-12-11,2189,191,4,5,1372,Online,6860
72,2023-10-26,1950,78,1,3,1984,Online,5952
73,2023-03-04,1531,6,4,4,1852,Online,7408
74,2023-10-19,561,52,1,5,2668,Store,13340
75,2022-05-10,2547,2,2,4,3041,Online,12164
76,2022-05-21,627,39,4,1,2082,Online,2082
77,2023-02-19,2550,121,3,4,2188,Store,8752
78,2022-04-03,2789,32,5,3,941,Store,2823
79,2023-09-18,2812,116,2,5,1697,Online,8485
80,2022-10-11,1611,179,1,4,2885,Online,11540
81,2023-10-17,3263,197,2,2,4563,Store,9126
82,2022-08-11,3783,92,5,5,2037,Store,10185
83,2023-04-08,675,32,5,5,2276,Store,11380
84,2023-06-29,3723,93,2,2,3839,Online,7678
85,2022-10-03,49,131,5,4,2471,Online,9884
86,2023-11-13,1387,62,1,1,1184,Store,1184
87,2022-05-20,1903,13,1,3,3697,Store,11091
88,2022-12-23,627,70,5,1,2140,Online,2140
89,2023-12-14,2728,21,5,3,4230,Online,12690
90,2022-01-23,3568,189,1,3,1122,Store,3366
91,2022-09-27,277,14,2,5,774,Online,3870
92,2023-10-27,2095,89,5,3,4641,Store,13923
93,2022-11-29,3843,71,1,5,3913,Store,19565
94,2022-03-26,2974,107,5,2,3352,Store,6704
95,2023-09-13,216,150,3,3,2650,Store,7950
96,2022-01-31,230,128,4,2,3967,Online,7934
97,2022-08-28,3711,32,3,1,4551,Online,4551
98,2022-12-29,2371,169,3,5,2868,Store,14340
99,2023-01-24,3902,32,2,5,2477,Online,12385
100,2023-10-15,3493,170,2,4,3250,Online,13000
101,2023-10-30,2273,180,3,3,4189,Store,12567
102,2022-10-26,1686,81,3,4,3967,Online,15868
103,2023-01-06,1311,182,3,4,1427,Online,5708
104,2022-04-09,46,102,2,2,3980,Online,7960
105,2022-02-16,1837,190,3,5,699,Online,3495
106,2023-02-26,1038,85,1,2,834,Store,1668
107,2023-04-25,633,43,1,5,3356,Store,16780
108,2023-08-02,3980,131,5,5,4697,Store,23485
109,2022-03-03,2423,166,4,4,1987,Store,7948
110,2022-04-19,2751,167,3,2,4986,Store,9972
111,2023-11-10,987,198,3,2,4314,Store,8628
112,2023-07-03,333,45,3,5,3291,Online,16455
113,2022-04-29,1880,46,5,2,2593,Store,5186
114,2023-08-21,2214,115,4,3,3683,Store,11049
115,2023-01-17,507,104,2,2,1080,Online,2160
116,2023-01-27,117,13,2,1,743,Online,743
117,2022-02-21,943,52,1,2,917,Store,1834
118,2023-08-26,636,9,1,3,2330,Store,6990
119,2022-10-16,1590,185,3,2,1352,Online,2704
120,2022-12-03,1463,69,2,3,1963,Online,5889
121,2022-07-23,3376,43,2,1,3434,Online,3434
122,2022-08-26,2505,7,1,4,538,Online,2152
123,2023-01-17,1992,44,5,5,1217,Store,6085
124,2023-10-29,869,172,1,5,4920,Store,24600
125,2022-05-16,1295,102,2,5,2764,Online,13820
126,2023-02-11,1735,68,2,1,4128,Store,4128
127,2023-05-23,2264,122,1,1,4438,Online,4438
128,2022-12-28,113,77,5,3,4743,Online,14229
129,2023-01-16,3088,44,2,1,3453,Store,3453
130,2023-07-30,2264,40,3,4,3163,Store,12652
131,2023-09-27,427,171,3,3,4089,Online,12267
132,2022-09-11,1159,62,4,4,2964,Online,11856
133,2023-04-22,1067,171,3,4,4966,Store,19864
134,2022-04-24,2812,147,3,2,1943,Store,3886
135,2022-01-20,284,49,4,5,817,Store,4085
136,2023-06-12,834,193,5,4,2399,Store,9596
137,2022-05-25,3170,77,4,5,2149,Online,10745
138,2022-07-27,3132,153,3,3,4234,Online,12702
139,2023-06-15,230,41,3,5,3148,Online,15740
140,2023-01-11,1920,23,4,1,4798,Store,4798
141,2023-05-19,1667,186,4,5,2227,Online,11135
142,2022-06-15,385,43,3,1,4236,Online,4236
143,2023-07-04,159,105,2,2,3950,Store,7900
144,2022-06-30,824,113,5,2,900,Store,1800
145,2023-09-09,2519,168,4,4,1918,Store,7672
146,2023-09-04,3668,158,2,1,2292,Online,2292
147,2023-08-25,208,162,2,1,2880,Online,2880
148,2023-03-20,174,110,5,5,3027,Online,15135
149,2022-11-28,1824,138,4,2,4150,Store,8300
150,2023-05-18,1105,105,2,1,1934,Online,1934
151,2022-03-20,1042,60,2,3,2627,Store,7881
152,2023-08-08,1017,129,2,2,3854,Online,7708
153,2023-11-19,708,140,2,4,1315,Online,5260
154,2023-01-31,3363,174,3,4,3084,Online,12336
155,2023-08-31,1384,93,4,2,3991,Online,7982
156,2022-04-13,1892,75,3,1,1734,Store,1734
157,2023-02-06,1303,145,4,4,4172,Store,16688
158,2022-08-12,3023,58,3,2,2715,Online,5430
159,2023-06-02,2445,38,1,5,4095,Online,20475
160,2023-09-26,3022,6,2,1,2704,Store,2704
161,2022-08-24,2814,190,2,2,2668,Store,5336
162,2023-03-03,3214,138,5,5,4240,Online,21200
163,2022-04-26,677,26,2,3,4158,Store,12474
164,2022-06-12,2565,58,2,4,1304,Store,5216
165,2022-08-14,3323,17,1,2,4834,Store,9668
166,2022-08-18,662,53,5,1,717,Store,717
167,2022-07-01,1564,5,4,5,1713,Online,8565
168,2022-09-06,1261,67,4,2,4368,Online,8736
169,2022-11-14,3204,107,2,2,4279,Store,8558
170,2022-07-29,2354,148,1,5,4181,Store,20905
171,2023-10-18,358,179,2,2,4438,Store,8876
172,2023-01-27,1309,174,5,1,4157,Store,4157
173,2022-04-06,1317,67,2,4,4067,Store,16268
174,2022-03-27,3235,131,5,1,2763,Online,2763
175,2023-02-19,3988,151,3,1,3025,Online,3025
176,2023-01-29,419,137,4,4,2488,Store,9952
177,2023-11-27,3811,139,3,2,2424,Store,4848
178,2023-09-25,1492,175,5,5,4007,Store,20035
179,2023-05-16,642,177,2,5,4093,Store,20465
180,2023-08-27,3956,172,3,3,3862,Store,11586
181,2023-08-05,1594,113,1,1,2098,Store,2098
182,2022-05-13,507,141,3,4,574,Store,2296
183,2023-10-11,1682,136,5,5,4228,Store,21140
184,2022-11-10,1502,191,1,4,564,Online,2256
185,2023-11-30,1386,22,3,5,4907,Online,24535
186,2022-08-09,312,38,4,4,4588,Store,18352
187,2023-03-14,1658,27,5,1,3769,Online,3769
188,2022-02-15,2752,26,2,3,1063,Store,3189
189,2022-07-11,245,23,3,3,560,Online,1680
190,2023-06-04,477,120,5,1,2152,Online,2152
191,2023-01-14,615,103,4,2,4049,Store,8098
192,2023-11-22,3963,65,5,2,533,Store,1066
193,2022-11-30,2484,74,4,4,2792,Store,11168
194,2022-02-08,250,47,3,1,3582,Online,3582
195,2022-10-20,3094,61,3,1,3124,Online,3124
196,2023-11-21,2525,174,2,4,3568,Store,14272
197,2022-06-11,1596,132,3,4,1864,Online,7456
198,2022-11-27,1774,159,1,5,1165,Store,5825
199,2022-04-14,1930,4,1,3,2885,Store,8655
200,2022-06-10,1876,29,2,5,4093,Store,20465
201,2023-09-27,511,73,2,4,2560,Store,10240
202,2022-02-23,3968,79,4,4,2002,Online,8008
203,2022-02-03,3408,44,1,4,3710,Online,14840
204,2022-08-30,1670,3,4,5,3245,Online,16225
205,2022-04-23,1873,187,5,3,2032,Store,6096
206,2022-11-14,774,79,3,4,520,Online,2080
207,2022-01-23,1366,121,3,2,4911,Online,9822
208,2023-07-12,3410,181,3,3,4139,Store,12417
209,2023-10-09,3552,139,3,2,4091,Store,8182
210,2022-04-28,924,134,1,2,4967,Online,9934
211,2023-12-02,3114,47,4,3,3657,Store,10971
212,2023-10-05,74,7,3,2,1852,Store,3704
213,2022-07-31,809,115,1,1,1016,Store,1016
214,2023-02-22,2879,110,2,5,4011,Online,20055
215,2022-04-23,1046,68,3,4,2478,Store,9912
216,2022-02-13,2268,1,5,1,3442,Store,3442
217,2022-05-08,2127,184,5,4,2177,Online,8708
218,2022-06-07,235,77,4,4,2592,Online,10368
219,2023-01-29,2205,43,4,1,2258,Online,2258
220,2023-05-27,2375,156,3,4,3756,Online,15024
221,2022-02-14,3186,157,3,3,863,Online,2589
222,2022-04-18,3874,18,2,5,4880,Store,24400
223,2022-08-07,3680,87,4,4,926,Store,3704
224,2023-03-19,642,73,1,5,1061,Online,5305
225,2022-11-11,3994,190,3,2,4779,Online,9558
226,2022-06-26,621,107,5,4,1585,Store,6340
227,2022-08-16,3659,6,5,2,3671,Store,7342
228,2023-12-04,985,144,4,5,2449,Store,12245
229,2023-11-03,1299,129,2,1,2319,Store,2319
230,2022-09-24,3453,22,3,5,4791,Online,23955
231,2023-01-14,3092,46,3,3,1436,Online,4308
232,2023-05-04,3745,190,5,3,4039,Store,12117
233,2023-12-03,3281,151,5,5,1535,Online,7675
234,2023-11-18,3956,149,1,5,865,Online,4325
235,2022-10-17,2654,51,2,2,2880,Online,5760
236,2022-12-23,1618,128,5,2,1561,Store,3122
237,2023-10-19,2912,95,5,4,2344,Online,9376
238,2022-07-23,3688,38,2,2,3082,Store,6164
239,2022-08-01,2797,156,4,1,4381,Online,4381
240,2023-07-06,1796,44,2,1,1891,Store,1891
241,2022-11-19,3232,91,1,2,2503,Online,5006
242,2023-08-17,2963,167,5,5,2526,Store,12630
243,2022-06-30,2947,170,4,5,2665,Online,13325
244,2023-05-14,3046,42,1,1,3382,Online,3382
245,2022-11-16,860,60,1,5,4350,Store,21750
246,2022-03-24,2621,126,5,3,1873,Online,5619
247,2022-10-30,2086,57,4,5,4160,Store,20800
248,2022-09-19,2166,77,5,1,829,Online,829
249,2022-07-19,2438,96,2,4,3743,Store,14972
250,2022-08-28,3896,7,3,2,2968,Online,5936
251,2023-11-23,2728,51,4,2,1932,Online,3864
252,2023-11-14,377,111,5,4,976,Online,3904
253,2022-10-22,2897,32,2,3,4738,Online,14214
254,2023-05-27,1898,7,4,3,4829,Online,14487
255,2023-11-20,376,76,4,4,3946,Store,15784
256,2023-01-31,1605,168,5,5,4384,Store,21920
257,2022-05-18,595,143,3,1,3725,Online,3725
258,2022-05-09,2795,59,3,3,2056,Online,6168
259,2022-02-18,1066,113,1,3,2855,Store,8565
260,2023-11-07,3683,85,3,4,3621,Store,14484
261,2022-10-20,3542,140,4,4,3339,Store,13356
262,2023-09-20,2008,77,5,3,867,Store,2601
263,2023-06-20,2506,170,1,5,1747,Store,8735
264,2022-11-07,3202,39,5,2,4575,Store,9150
265,2023-06-21,1052,63,2,2,3597,Online,7194
266,2023-10-01,3817,130,1,2,1062,Store,2124
267,2022-08-22,2789,29,1,2,1155,Online,2310
268,2022-07-28,629,61,5,3,4380,Online,13140
269,2023-08-28,3985,29,3,3,4647,Online,13941
270,2022-04-04,2374,38,2,2,1326,Online,2652
271,2022-11-23,1533,7,2,2,3309,Online,6618
272,2022-08-13,2667,30,5,5,795,Store,3975
273,2022-01-11,3963,115,5,5,2691,Store,13455
274,2022-11-25,2373,184,2,5,4758,Online,23790
275,2022-01-12,1831,164,1,1,828,Store,828
276,2022-02-04,3975,170,5,5,3561,Store,17805
277,2023-03-23,1184,4,5,5,4167,Online,20835
278,2023-03-28,2564,5,5,3,2934,Store,8802
279,2022-08-08,3733,46,5,2,1947,Online,3894
280,2023-03-17,746,75,3,5,4570,Store,22850
281,2023-10-15,1278,130,5,5,4672,Online,23360
282,2023-06-19,1952,105,5,5,2782,Store,13910
283,2023-08-18,2296,54,5,3,4321,Store,12963
284,2022-08-17,3922,108,3,1,4027,Online,4027
285,2022-12-10,3425,59,4,4,2283,Online,9132
286,2022-03-21,2446,33,4,2,2958,Store,5916
287,2022-12-19,2630,22,5,3,4924,Online,14772
288,2023-01-31,2251,47,2,3,3808,Store,11424
289,2022-10-17,1326,134,1,3,3223,Online,9669
290,2023-03-31,1172,24,3,5,3289,Online,16445
291,2023-11-02,221,177,4,3,3295,Store,9885
292,2022-05-08,3770,117,1,4,2586,Store,10344
293,2023-12-03,2915,126,3,3,2348,Store,7044
294,2023-06-27,1872,51,2,1,663,Store,663
295,2022-12-25,3632,118,5,2,2138,Online,4276
296,2023-06-11,2311,41,1,5,4744,Online,23720
297,2022-11-09,2344,67,5,2,3330,Store,6660
298,2022-03-16,3387,89,4,2,4385,Store,8770
299,2023-06-30,3068,92,5,3,4683,Online,14049
300,2022-07-15,2340,121,5,3,1180,Online,3540
301,2022-01-29,684,81,5,5,3707,Store,18535
302,2023-12-07,876,130,3,5,4489,Online,22445
303,2022-01-16,1055,91,1,2,805,Store,1610
304,2023-02-27,3754,100,2,5,738,Store,3690
305,2023-08-12,3116,78,3,3,3861,Store,11583
306,2023-08-16,1963,43,4,4,839,Store,3356
307,2023-02-09,2603,123,3,3,4615,Online,13845
308,2023-09-28,3206,32,3,2,2361,Store,4722
309,2023-06-15,349,140,3,3,3158,Store,9474
310,2023-09-06,219,23,4,1,2188,Online,2188
311,2022-03-18,1023,144,1,4,4564,Store,18256
312,2022-08-17,450,172,3,4,2990,Online,11960
313,2022-10-24,504,2,3,3,2728,Online,8184
314,2023-05-25,86,7,3,5,4739,Store,23695
315,2023-12-16,3323,21,4,2,2279,Store,4558
316,2023-07-27,1289,186,1,5,4121,Store,20605
317,2023-06-22,523,95,3,3,4541,Store,13623
318,2023-08-06,3152,151,3,2,3796,Store,7592
319,2023-09-07,3693,126,5,4,2691,Online,10764
320,2022-11-22,2509,188,4,2,1887,Store,3774
321,2022-12-29,3062,121,1,1,3296,Store,3296
322,2023-10-31,630,25,3,3,3879,Store,11637
323,2022-12-25,2300,35,4,3,1118,Store,3354
324,2023-12-07,18,173,3,5,2337,Store,11685
325,2022-11-20,3328,135,4,1,1275,Online,1275
326,2023-11-29,1269,197,1,5,3004,Store,15020
327,2022-11-22,1177,32,1,1,4523,Online,4523
328,2023-09-17,1633,53,3,4,2482,Store,9928
329,2022-06-14,500,69,5,2,4866,Store,9732
330,2023-07-27,458,25,1,4,3559,Store,14236
331,2023-08-27,3770,95,3,2,2808,Online,5616
332,2023-03-31,3614,86,5,5,4918,Online,24590
333,2022-06-02,115,102,4,1,2566,Online,2566
334,2022-05-07,753,77,3,2,1938,Online,3876
335,2022-07-12,769,130,1,4,3368,Store,13472
336,2023-09-19,2495,86,2,3,3125,Store,9375
337,2023-06-14,2401,61,1,3,2668,Store,8004
338,2022-01-10,2673,137,5,3,1784,Store,5352
339,2022-04-02,1871,51,4,5,857,Online,4285
340,2022-05-19,2589,2,5,4,3985,Online,15940
341,2023-04-26,322,173,5,2,4644,Online,9288
342,2023-03-25,3531,32,4,4,2605,Store,10420
343,2022-11-29,1973,200,1,4,1925,Online,7700
344,2022-12-06,226,80,3,5,2652,Store,13260
345,2022-02-21,3828,97,5,2,1305,Store,2610
346,2023-12-08,361,75,2,2,3471,Store,6942
347,2023-04-11,1555,160,5,4,2091,Store,8364
348,2023-12-19,834,8,5,4,1397,Online,5588
349,2023-04-20,112,85,3,3,1683,Online,5049
350,2023-02-05,212,121,3,4,1023,Store,4092
351,2023-03-15,1257,20,4,1,3795,Online,3795
352,2023-08-28,948,193,3,3,2338,Online,7014
353,2023-10-19,159,149,1,1,2848,Store,2848
354,2023-08-21,2620,7,2,4,2818,Store,11272
355,2023-05-24,1909,121,2,4,3325,Online,13300
356,2022-06-02,1348,122,1,5,1346,Store,6730
357,2023-05-29,3165,137,1,4,1378,Store,5512
358,2023-05-18,1272,86,5,5,1791,Online,8955
359,2023-11-07,2718,130,3,5,984,Store,4920
360,2022-01-06,3213,147,1,2,2838,Online,5676
361,2023-05-15,911,60,4,5,2173,Store,10865
362,2023-10-23,3071,198,3,2,1694,Store,3388
363,2023-12-18,2452,187,2,2,3730,Store,7460
364,2022-04-28,3804,69,5,3,4498,Store,13494
365,2023-04-30,404,45,2,2,3975,Store,7950
366,2023-08-24,1842,62,1,3,3566,Online,10698
367,2023-10-28,2649,138,2,3,960,Store,2880
368,2023-11-10,1691,123,5,3,1432,Store,4296
369,2023-04-13,3486,193,5,4,4461,Store,17844
370,2022-06-10,1464,26,5,5,1500,Store,7500
371,2022-09-27,1257,188,5,5,1163,Online,5815
372,2022-02-25,193,18,1,1,2280,Store,2280
373,2022-08-16,1123,59,4,1,2862,Store,2862
374,2022-05-29,1975,149,4,4,971,Store,3884
375,2022-02-15,3185,46,5,2,3644,Store,7288
376,2022-05-24,1643,12,4,1,829,Online,829
377,2023-09-24,3608,113,4,1,4545,Store,4545
378,2022-12-06,3353,160,4,3,585,Store,1755
379,2023-02-17,1000,167,4,1,3503,Store,3503
380,2023-06-04,1740,183,3,5,3510,Store,17550
381,2022-12-10,523,55,5,3,4359,Store,13077
382,2023-01-22,350,10,5,4,2496,Online,9984
383,2023-04-18,2364,35,3,4,3997,Store,15988
384,2022-10-02,1741,80,2,4,4645,Store,18580
385,2022-12-19,2991,6,3,3,659,Online,1977
386,2022-03-07,1945,127,4,1,3998,Store,3998
387,2022-03-20,3572,68,3,1,4883,Store,4883
388,2023-08-21,1561,190,3,5,4700,Store,23500
389,2023-09-28,2961,9,2,3,4094,Store,12282
390,2022-07-21,652,157,3,3,2559,Online,7677
391,2023-10-24,635,71,5,5,1800,Store,9000
392,2023-07-12,3059,134,2,1,3197,Online,3197
393,2022-04-23,3508,44,5,1,1660,Store,1660
394,2022-04-01,3595,64,2,2,2943,Store,5886
395,2022-05-21,1802,67,2,2,3738,Online,7476
396,2022-10-16,593,44,1,2,1759,Store,3518
397,2023-12-31,2492,116,4,2,4922,Online,9844
398,2023-08-12,3894,142,1,1,2369,Store,2369
399,2023-02-15,2669,137,4,4,4564,Online,18256
400,2023-01-12,1232,151,3,3,1744,Online,5232
401,2023-01-19,3903,57,4,2,2821,Store,5642
402,2022-06-01,756,57,4,4,2555,Store,10220
403,2023-09-19,1300,143,1,2,4226,Online,8452
404,2022-11-15,497,192,1,5,997,Store,4985
405,2023-01-04,773,7,1,2,535,Online,1070
406,2023-08-29,3369,148,2,5,4379,Store,21895
407,2023-07-14,2422,192,1,3,3648,Store,10944
408,2023-12-04,1599,19,3,2,1756,Online,3512
409,2023-04-07,184,134,2,5,3951,Store,19755
410,2022-01-12,32,179,2,3,4709,Online,14127
411,2022-06-05,283,39,5,2,4439,Store,8878
412,2023-11-15,836,193,4,2,3402,Store,6804
413,2023-04-22,2921,71,4,1,3750,Online,3750
414,2023-02-05,1456,25,4,4,4746,Online,18984
415,2022-06-26,3591,102,3,4,4769,Store,19076
416,2022-12-07,686,151,3,3,2519,Online,7557
417,2022-02-26,462,186,5,5,3315,Online,16575
418,2023-03-24,871,11,1,4,1636,Online,6544
419,2022-07-22,3032,162,2,5,3447,Online,17235
420,2023-11-28,368,31,1,5,1557,Store,7785
421,2023-09-25,2706,166,1,4,4513,Store,18052
422,2022-07-21,3324,118,1,4,1816,Online,7264
423,2022-11-26,166,114,1,5,4359,Online,21795
424,2022-12-29,3687,174,4,5,4054,Online,20270
425,2023-03-30,3048,140,1,2,4240,Store,8480
426,2022-12-22,1729,9,2,2,3479,Online,6958
427,2022-08-04,3601,141,3,5,2771,Store,13855
428,2023-07-09,602,192,2,4,504,Store,2016
429,2022-01-23,3443,20,5,2,3372,Online,6744
430,2022-06-04,3670,59,4,5,3177,Online,15885
431,2022-07-05,3175,85,2,5,3113,Store,15565
432,2022-09-06,2642,150,2,3,3829,Store,11487
433,2022-05-14,2174,65,4,3,1451,Online,4353
434,2022-11-17,38,60,1,5,923,Online,4615
435,2023-01-25,348,125,2,5,4823,Online,24115
436,2023-03-10,1237,41,2,5,2932,Store,14660
437,2022-01-22,3391,81,3,2,4857,Store,9714
438,2023-08-23,2022,173,2,1,3387,Online,3387
439,2023-10-27,2785,4,1,2,2907,Store,5814
440,2022-05-05,734,70,5,5,4671,Online,23355
441,2022-03-20,426,173,5,2,4473,Online,8946
442,2022-02-20,1271,186,3,1,3032,Online,3032
443,2023-12-29,648,83,4,1,2979,Store,2979
444,2022-06-25,2334,94,4,1,2494,Online,2494
445,2022-09-10,3303,151,1,5,2941,Store,14705
446,2022-09-03,320,160,3,4,3669,Store,14676
447,2022-04-16,512,63,2,4,1245,Store,4980
448,2022-07-12,3593,8,3,4,1651,Online,6604
449,2022-11-12,2273,120,1,3,1457,Store,4371
450,2022-10-29,2554,85,1,4,4455,Store,17820
451,2023-07-02,3897,91,4,5,2555,Store,12775
452,2023-12-17,3179,153,5,5,595,Store,2975
453,2022-09-25,1723,161,5,3,2215,Online,6645
454,2022-06-19,1757,194,5,5,4946,Online,24730
455,2023-07-05,3679,116,5,5,2026,Online,10130
456,2023-03-31,3779,106,1,3,3234,Store,9702
457,2023-10-13,1778,144,4,3,1836,Online,5508
458,2022-10-19,2790,183,4,3,2781,Store,8343
459,2023-07-18,3403,164,2,5,4891,Store,24455
460,2022-05-21,3077,72,5,3,2795,Online,8385
461,2022-05-26,3935,80,2,1,573,Online,573
462,2023-03-01,2516,7,3,2,857,Online,1714
463,2022-11-10,1540,69,5,3,1639,Online,4917
464,2022-07-03,3848,87,2,3,4693,Online,14079
465,2023-10-26,938,8,4,3,1252,Store,3756
466,2023-12-14,765,131,4,3,905,Online,2715
467,2022-05-08,2211,163,4,2,1469,Online,2938
468,2022-10-14,653,114,3,5,1022,Store,5110
469,2022-09-10,2949,36,5,4,1327,Store,5308
470,2023-12-01,2856,100,4,1,3843,Store,3843
471,2023-01-21,3603,79,2,5,2701,Online,13505
472,2022-08-18,2130,30,5,3,1447,Store,4341
473,2022-09-28,481,15,4,5,4168,Online,20840
474,2023-02-19,3965,196,1,1,4932,Online,4932
475,2022-07-17,516,87,2,5,4645,Online,23225
476,2022-11-19,1664,58,1,5,2402,Store,12010
477,2022-02-25,187,156,1,3,3869,Store,11607
478,2022-07-22,146,170,2,2,2628,Store,5256
479,2023-09-13,1006,97,2,4,827,Store,3308
480,2023-09-20,152,146,3,5,2033,Online,10165
481,2023-08-27,1387,133,5,2,3874,Online,7748
482,2022-05-18,93,137,5,4,3853,Store,15412
483,2023-02-26,3103,102,4,1,917,Online,917
484,2022-02-26,1850,115,4,1,4977,Online,4977
485,2023-07-16,2588,137,5,5,4482,Online,22410
486,2022-03-12,2697,18,1,4,1268,Online,5072
487,2023-08-17,602,184,2,1,1631,Online,1631
488,2023-01-07,49,143,3,3,3261,Online,9783
489,2023-09-09,1903,78,5,2,3151,Online,6302
490,2023-08-23,3330,62,4,5,1925,Store,9625
491,2023-05-29,3590,163,5,1,1883,Online,1883
492,2022-03-25,2589,40,1,2,1910,Online,3820
493,2022-02-12,3482,179,2,3,3230,Online,9690
494,2023-10-28,2204,124,4,5,801,Online,4005
495,2023-08-29,775,60,2,5,2243,Online,11215
496,2022-05-13,546,56,3,1,3087,Online,3087
497,2023-01-30,1464,84,4,5,4916,Online,24580
498,2022-03-06,1261,41,1,2,2559,Store,5118
499,2022-10-17,650,182,1,4,4947,Store,19788
500,2023-01-11,3440,17,2,2,3823,Online,7646
501,2023-04-12,3049,105,5,3,2010,Online,6030
502,2022-08-01,2024,25,3,5,4312,Online,21560
503,2022-05-28,1081,126,2,3,1160,Store,3480
504,2023-07-27,175,93,4,3,4850,Store,14550
505,2023-04-16,1238,137,1,5,4833,Online,24165
506,2022-05-29,2075,184,4,4,1021,Online,4084
507,2022-03-29,3879,151,4,2,2495,Online,4990
508,2022-11-20,1942,118,1,3,2994,Online,8982
509,2023-01-31,1143,2,3,2,2086,Online,4172
510,2023-02-08,147,45,3,3,1806,Online,5418
511,2022-03-23,868,119,1,5,1541,Store,7705
512,2023-10-03,2313,193,1,5,4008,Online,20040
513,2022-10-13,3475,166,1,5,3051,Store,15255
514,2023-01-17,2306,134,3,5,1304,Store,6520
515,2022-09-27,1884,176,1,5,2778,Online,13890
516,2022-10-19,3261,172,1,2,2324,Online,4648
517,2023-03-29,2875,7,5,3,3225,Online,9675
518,2023-12-16,743,66,1,1,2208,Store,2208
519,2022-01-24,1523,190,4,4,1658,Online,6632
520,2022-11-07,710,158,5,1,2047,Store,2047
521,2023-04-06,3311,76,1,3,3383,Online,10149
522,2022-07-27,1351,52,5,2,2189,Store,4378
523,2023-12-18,1094,94,3,3,4989,Store,14967
